"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"05/03/2017";"1900";"30,7";"32,3";"30,7";"53,0";"54,0";"47,0";"20,1";"20,4";"19,2";"1006,3";"1006,6";"1006,2";"4,3";"23,0";"10,3";"2069,00";"0,0"
"05/03/2017";"2000";"29,6";"30,8";"29,6";"58,0";"58,0";"53,0";"20,4";"20,6";"20,1";"1006,6";"1006,6";"1006,3";"3,6";"40,0";"9,6";"1113,50";"0,0"
"05/03/2017";"2100";"27,6";"29,6";"27,6";"70,0";"70,0";"58,0";"21,6";"21,6";"20,3";"1007,1";"1007,2";"1006,6";"2,3";"24,0";"9,6";"172,20";"0,0"
"05/03/2017";"2200";"26,8";"27,6";"26,8";"73,0";"73,0";"70,0";"21,6";"21,6";"21,5";"1008,0";"1008,0";"1007,1";"1,9";"3,0";"8,5";"";"0,0"
"05/03/2017";"2300";"27,2";"27,2";"26,7";"70,0";"73,0";"70,0";"21,3";"21,6";"21,3";"1008,5";"1008,6";"1008,0";"3,8";"35,0";"7,4";"";"0,0"
"06/03/2017";"0000";"27,4";"27,4";"27,0";"67,0";"70,0";"67,0";"20,7";"21,3";"20,7";"1009,2";"1009,2";"1008,5";"2,9";"14,0";"7,4";"";"0,0"
"06/03/2017";"0100";"26,8";"27,4";"26,7";"70,0";"70,0";"67,0";"20,9";"20,9";"20,7";"1009,5";"1009,6";"1009,2";"2,3";"11,0";"7,8";"";"0,0"
"06/03/2017";"0200";"26,2";"26,8";"26,2";"74,0";"74,0";"70,0";"21,2";"21,2";"20,9";"1009,5";"1009,6";"1009,3";"1,6";"341,0";"7,5";"";"0,0"
"06/03/2017";"0300";"26,1";"26,6";"26,0";"75,0";"75,0";"72,0";"21,3";"21,4";"21,1";"1009,3";"1009,6";"1009,3";"1,9";"348,0";"7,2";"";"0,0"
"06/03/2017";"0400";"26,4";"26,4";"26,0";"75,0";"76,0";"73,0";"21,5";"21,5";"21,1";"1008,9";"1009,3";"1008,9";"2,3";"356,0";"6,3";"";"0,0"
"06/03/2017";"0500";"26,0";"26,4";"25,9";"76,0";"77,0";"74,0";"21,5";"21,6";"21,4";"1008,7";"1008,9";"1008,6";"1,4";"357,0";"6,3";"";"0,0"
"06/03/2017";"0600";"25,8";"26,2";"25,8";"75,0";"77,0";"74,0";"21,1";"21,5";"21,1";"1008,5";"1008,7";"1008,3";"1,7";"342,0";"4,8";"";"0,0"
"06/03/2017";"0700";"25,7";"26,0";"25,6";"75,0";"76,0";"74,0";"20,9";"21,1";"20,9";"1008,9";"1008,9";"1008,4";"2,0";"5,0";"5,5";"";"0,0"
"06/03/2017";"0800";"24,8";"25,7";"24,8";"78,0";"78,0";"75,0";"20,7";"21,0";"20,7";"1009,5";"1009,5";"1008,9";"0,9";"334,0";"5,3";"";"0,0"
"06/03/2017";"0900";"24,2";"24,8";"23,9";"82,0";"83,0";"78,0";"20,9";"20,9";"20,6";"1010,4";"1010,4";"1009,5";"1,3";"325,0";"3,7";"10,50";"0,0"
"06/03/2017";"1000";"28,3";"28,3";"24,2";"63,0";"82,0";"63,0";"20,7";"21,3";"20,7";"1011,2";"1011,2";"1010,4";"1,3";"338,0";"3,4";"488,10";"0,0"
"06/03/2017";"1100";"29,3";"29,4";"28,2";"57,0";"64,0";"57,0";"20,0";"21,0";"20,0";"1011,8";"1011,8";"1011,2";"1,7";"332,0";"4,1";"992,20";"0,0"
"06/03/2017";"1200";"31,9";"31,9";"29,1";"48,0";"58,0";"46,0";"19,5";"20,3";"18,8";"1011,9";"1011,9";"1011,8";"2,4";"352,0";"6,3";"2042,40";"0,0"
"06/03/2017";"1300";"32,9";"33,0";"31,8";"46,0";"48,0";"41,0";"19,9";"20,0";"17,4";"1011,6";"1011,9";"1011,6";"2,8";"356,0";"7,9";"2827,50";"0,0"
"06/03/2017";"1400";"34,0";"34,4";"32,3";"41,0";"48,0";"40,0";"19,0";"20,4";"18,4";"1011,0";"1011,6";"1011,0";"3,2";"14,0";"8,4";"3316,90";"0,0"
"06/03/2017";"1500";"35,6";"35,6";"33,8";"39,0";"43,0";"39,0";"19,6";"20,1";"18,5";"1009,8";"1011,0";"1009,8";"3,2";"16,0";"8,4";"3573,60";"0,0"
"06/03/2017";"1600";"34,9";"35,6";"34,5";"41,0";"42,0";"38,0";"19,7";"20,2";"18,6";"1009,1";"1009,9";"1009,1";"3,6";"42,0";"8,1";"3566,60";"0,0"
"06/03/2017";"1700";"33,5";"34,8";"32,7";"44,0";"45,0";"41,0";"19,5";"20,2";"19,0";"1008,6";"1009,2";"1008,6";"4,3";"44,0";"10,3";"3279,50";"0,0"
"06/03/2017";"1800";"32,7";"33,6";"32,5";"41,0";"44,0";"41,0";"17,9";"19,5";"17,9";"1008,7";"1008,8";"1008,6";"3,3";"39,0";"9,9";"2733,00";"0,0"
"06/03/2017";"1900";"31,1";"33,3";"31,1";"48,0";"48,0";"40,0";"18,9";"19,1";"17,3";"1008,6";"1008,7";"1008,4";"3,8";"34,0";"9,6";"1990,70";"0,0"
"06/03/2017";"2000";"29,3";"31,2";"29,3";"57,0";"57,0";"48,0";"20,1";"20,4";"19,1";"1008,8";"1008,9";"1008,6";"4,2";"31,0";"9,6";"979,30";"0,0"
"06/03/2017";"2100";"27,7";"29,3";"27,7";"66,0";"66,0";"57,0";"20,8";"20,8";"20,1";"1009,4";"1009,4";"1008,8";"3,1";"26,0";"10,7";"95,50";"0,0"
"06/03/2017";"2200";"27,3";"27,7";"27,2";"69,0";"70,0";"66,0";"21,2";"21,2";"20,7";"1010,5";"1010,5";"1009,4";"2,8";"28,0";"8,5";"";"0,0"
"06/03/2017";"2300";"27,2";"27,3";"27,0";"71,0";"72,0";"69,0";"21,4";"21,5";"21,2";"1011,3";"1011,3";"1010,5";"2,1";"24,0";"6,7";"";"0,0"
"07/03/2017";"0000";"27,6";"27,6";"27,2";"66,0";"71,0";"66,0";"20,7";"21,4";"20,7";"1012,1";"1012,1";"1011,3";"2,3";"29,0";"6,3";"";"0,0"
"07/03/2017";"0100";"27,2";"27,6";"26,9";"67,0";"69,0";"66,0";"20,4";"20,8";"20,4";"1012,6";"1013,0";"1012,2";"1,5";"8,0";"4,8";"";"0,0"
"07/03/2017";"0200";"26,7";"27,4";"26,7";"70,0";"70,0";"65,0";"20,8";"20,8";"20,4";"1012,8";"1012,8";"1012,4";"1,4";"358,0";"6,2";"";"0,0"
"07/03/2017";"0300";"25,8";"26,7";"25,8";"75,0";"75,0";"70,0";"21,1";"21,1";"20,8";"1012,3";"1012,8";"1012,3";"1,1";"339,0";"3,5";"";"0,0"
"07/03/2017";"0400";"24,5";"25,8";"24,5";"80,0";"80,0";"75,0";"20,9";"21,1";"20,9";"1012,0";"1012,3";"1012,0";"0,6";"286,0";"2,5";"";"0,0"
"07/03/2017";"0500";"23,8";"24,5";"23,8";"83,0";"83,0";"80,0";"20,7";"20,9";"20,6";"1011,9";"1012,0";"1011,9";"0,3";"332,0";"1,6";"";"0,0"
"07/03/2017";"0600";"23,6";"24,4";"23,6";"86,0";"86,0";"82,0";"21,0";"21,5";"20,6";"1011,6";"1011,9";"1011,5";"0,6";"282,0";"2,0";"";"0,0"
"07/03/2017";"0700";"23,5";"23,7";"23,4";"91,0";"91,0";"86,0";"22,0";"22,0";"21,1";"1012,0";"1012,0";"1011,6";"0,5";"53,0";"1,4";"";"0,0"
"07/03/2017";"0800";"23,0";"23,6";"22,9";"94,0";"94,0";"91,0";"22,0";"22,1";"21,7";"1012,4";"1012,4";"1012,0";"0,4";"275,0";"1,3";"";"0,0"
"07/03/2017";"0900";"22,9";"23,0";"22,6";"95,0";"95,0";"94,0";"22,1";"22,1";"21,7";"1012,8";"1012,8";"1012,4";"0,4";"301,0";"1,0";"7,70";"0,0"
"07/03/2017";"1000";"27,9";"27,9";"22,9";"67,0";"95,0";"67,0";"21,2";"23,4";"21,1";"1013,4";"1013,4";"1012,8";"0,4";"223,0";"1,2";"382,80";"0,0"
"07/03/2017";"1100";"29,8";"29,8";"27,7";"58,0";"67,0";"57,0";"20,7";"21,1";"20,0";"1013,7";"1013,8";"1013,4";"1,9";"321,0";"4,9";"1253,80";"0,0"
"07/03/2017";"1200";"30,4";"31,4";"29,2";"52,0";"60,0";"50,0";"19,5";"20,9";"19,1";"1013,8";"1013,9";"1013,7";"2,6";"320,0";"8,0";"2088,10";"0,0"
"07/03/2017";"1300";"32,7";"32,7";"30,0";"45,0";"54,0";"43,0";"19,1";"20,1";"18,4";"1013,6";"1013,8";"1013,6";"3,1";"315,0";"6,8";"2023,60";"0,0"
"07/03/2017";"1400";"33,3";"34,5";"32,0";"41,0";"46,0";"40,0";"18,3";"20,2";"18,0";"1013,0";"1013,6";"1013,0";"2,1";"313,0";"6,8";"2943,00";"0,0"
"07/03/2017";"1500";"34,7";"34,7";"32,7";"39,0";"47,0";"39,0";"18,6";"20,1";"18,0";"1012,3";"1013,0";"1012,3";"2,3";"1,0";"5,5";"2920,00";"0,0"
"07/03/2017";"1600";"33,2";"34,9";"31,8";"50,0";"53,0";"39,0";"21,5";"21,5";"18,2";"1011,7";"1012,3";"1011,7";"3,4";"36,0";"8,3";"2393,40";"0,0"
"07/03/2017";"1700";"32,2";"33,2";"31,9";"49,0";"53,0";"48,0";"20,1";"21,5";"20,1";"1011,2";"1011,7";"1011,1";"3,9";"58,0";"8,3";"2956,40";"0,0"
"07/03/2017";"1800";"31,2";"32,2";"31,0";"48,0";"52,0";"46,0";"18,8";"20,4";"18,5";"1011,0";"1011,2";"1010,8";"3,6";"60,0";"8,2";"2373,30";"0,0"
"07/03/2017";"1900";"30,4";"32,1";"30,4";"46,0";"49,0";"44,0";"17,4";"19,4";"17,4";"1010,9";"1011,1";"1010,8";"3,1";"42,0";"9,0";"1700,40";"0,0"
"07/03/2017";"2000";"28,8";"30,4";"28,8";"54,0";"54,0";"46,0";"18,5";"18,6";"16,9";"1011,3";"1011,4";"1010,9";"2,8";"29,0";"8,1";"452,60";"0,0"
"07/03/2017";"2100";"27,6";"28,9";"27,6";"63,0";"63,0";"54,0";"19,9";"20,0";"18,6";"1011,8";"1011,8";"1011,3";"2,3";"23,0";"6,9";"150,10";"0,0"
"07/03/2017";"2200";"26,9";"27,6";"26,8";"68,0";"68,0";"63,0";"20,4";"20,4";"20,0";"1012,7";"1012,7";"1011,8";"1,1";"354,0";"6,9";"";"0,0"
"07/03/2017";"2300";"26,8";"27,1";"26,8";"72,0";"72,0";"68,0";"21,2";"21,2";"20,5";"1013,5";"1013,5";"1012,7";"1,2";"5,0";"3,4";"";"0,0"
"08/03/2017";"0000";"26,7";"26,8";"26,6";"74,0";"74,0";"72,0";"21,7";"21,7";"21,2";"1014,3";"1014,3";"1013,5";"0,6";"5,0";"3,6";"";"0,0"
"08/03/2017";"0100";"26,7";"27,1";"26,6";"73,0";"74,0";"71,0";"21,5";"21,7";"21,4";"1014,6";"1014,6";"1013,9";"1,2";"330,0";"3,9";"";"0,0"
"08/03/2017";"0200";"26,2";"26,7";"26,1";"76,0";"77,0";"73,0";"21,5";"21,7";"21,4";"1014,4";"1014,8";"1014,4";"0,5";"123,0";"2,6";"";"0,0"
"08/03/2017";"0300";"25,3";"26,4";"25,3";"80,0";"80,0";"75,0";"21,6";"21,8";"21,4";"1014,0";"1014,5";"1014,0";"0,4";"26,0";"1,6";"";"0,0"
"08/03/2017";"0400";"24,9";"25,3";"24,8";"85,0";"85,0";"80,0";"22,2";"22,2";"21,5";"1013,5";"1014,0";"1013,5";"0,9";"331,0";"1,6";"";"0,0"
"08/03/2017";"0500";"24,4";"25,0";"24,4";"86,0";"86,0";"83,0";"21,9";"22,2";"21,7";"1012,6";"1013,5";"1012,5";"0,8";"332,0";"1,6";"";"0,0"
"08/03/2017";"0600";"25,1";"25,2";"24,4";"80,0";"87,0";"80,0";"21,4";"22,1";"21,4";"1012,6";"1012,8";"1012,5";"1,0";"286,0";"2,1";"";"0,0"
"08/03/2017";"0700";"25,0";"25,1";"25,0";"80,0";"81,0";"80,0";"21,3";"21,6";"21,3";"1013,1";"1013,1";"1012,6";"0,5";"278,0";"1,9";"";"0,0"
"08/03/2017";"0800";"24,8";"25,1";"24,8";"82,0";"82,0";"80,0";"21,5";"21,6";"21,3";"1013,3";"1013,4";"1013,1";"0,4";"309,0";"1,4";"";"0,0"
"08/03/2017";"0900";"24,9";"24,9";"24,6";"82,0";"84,0";"82,0";"21,7";"21,7";"21,5";"1014,0";"1014,0";"1013,2";"0,4";"251,0";"1,5";"5,00";"0,0"
"08/03/2017";"1000";"26,6";"26,6";"24,9";"72,0";"82,0";"72,0";"21,2";"21,6";"21,2";"1014,5";"1014,6";"1014,0";"0,7";"311,0";"1,6";"216,80";"0,0"
"08/03/2017";"1100";"29,2";"29,3";"26,6";"63,0";"74,0";"62,0";"21,3";"21,6";"20,7";"1015,0";"1015,0";"1014,5";"1,0";"296,0";"2,4";"1108,60";"0,0"
"08/03/2017";"1200";"29,7";"29,9";"28,3";"60,0";"66,0";"58,0";"21,1";"21,6";"20,6";"1015,2";"1015,3";"1014,9";"1,6";"313,0";"3,4";"1424,00";"0,0"
"08/03/2017";"1300";"30,6";"31,0";"29,6";"56,0";"60,0";"51,0";"21,0";"21,3";"19,5";"1015,0";"1015,2";"1015,0";"0,9";"163,0";"3,4";"1732,90";"0,0"
"08/03/2017";"1400";"30,4";"31,1";"29,6";"58,0";"62,0";"54,0";"21,3";"22,3";"20,2";"1014,7";"1015,0";"1014,7";"2,2";"128,0";"5,2";"2490,10";"0,0"
"08/03/2017";"1500";"29,7";"31,4";"29,7";"61,0";"62,0";"56,0";"21,4";"22,3";"21,0";"1014,0";"1014,7";"1014,0";"2,8";"103,0";"5,6";"2484,50";"0,0"
"08/03/2017";"1600";"31,7";"32,3";"29,6";"52,0";"64,0";"50,0";"20,7";"22,5";"20,1";"1013,0";"1014,0";"1013,0";"3,4";"96,0";"6,7";"3131,00";"0,0"
"08/03/2017";"1700";"29,9";"32,1";"29,9";"57,0";"57,0";"50,0";"20,5";"21,1";"19,8";"1012,5";"1013,0";"1012,4";"3,4";"89,0";"7,5";"2454,20";"0,0"
"08/03/2017";"1800";"30,9";"31,5";"29,5";"51,0";"60,0";"49,0";"19,7";"21,4";"19,6";"1012,0";"1012,5";"1012,0";"2,5";"78,0";"7,3";"1883,70";"0,0"
"08/03/2017";"1900";"29,4";"31,5";"29,4";"60,0";"60,0";"49,0";"20,8";"21,1";"19,0";"1012,1";"1012,3";"1011,9";"2,1";"51,0";"6,4";"1239,50";"0,0"
"08/03/2017";"2000";"28,1";"29,5";"28,1";"68,0";"68,0";"59,0";"21,8";"21,8";"20,6";"1012,5";"1012,5";"1011,9";"1,6";"41,0";"5,1";"343,70";"0,0"
"08/03/2017";"2100";"27,5";"28,1";"27,5";"67,0";"69,0";"66,0";"20,9";"21,8";"20,6";"1013,1";"1013,1";"1012,5";"1,1";"8,0";"3,5";"22,40";"0,0"
"08/03/2017";"2200";"27,5";"27,6";"27,2";"64,0";"70,0";"64,0";"20,2";"21,3";"20,1";"1013,8";"1013,8";"1013,1";"1,0";"61,0";"2,8";"";"0,0"
"08/03/2017";"2300";"27,3";"27,6";"27,1";"71,0";"71,0";"63,0";"21,5";"21,5";"20,0";"1014,5";"1014,5";"1013,8";"0,9";"23,0";"3,6";"";"0,0"
"09/03/2017";"0000";"27,3";"27,3";"26,7";"71,0";"74,0";"70,0";"21,6";"21,6";"21,3";"1014,9";"1014,9";"1014,5";"1,1";"95,0";"2,4";"";"0,0"
"09/03/2017";"0100";"26,8";"27,3";"26,8";"75,0";"75,0";"71,0";"22,0";"22,0";"21,6";"1015,5";"1015,5";"1014,9";"0,6";"255,0";"2,4";"";"0,0"
"09/03/2017";"0200";"26,3";"26,8";"26,3";"79,0";"79,0";"75,0";"22,3";"22,3";"22,0";"1015,0";"1015,5";"1015,0";"0,6";"296,0";"1,6";"";"0,0"
"09/03/2017";"0300";"25,9";"26,3";"25,9";"81,0";"81,0";"79,0";"22,4";"22,4";"22,2";"1014,7";"1015,1";"1014,7";"0,5";"357,0";"1,9";"";"0,0"
"09/03/2017";"0400";"25,3";"25,9";"25,3";"85,0";"85,0";"81,0";"22,6";"22,6";"22,4";"1014,3";"1014,7";"1014,3";"0,8";"308,0";"1,4";"";"0,0"
"09/03/2017";"0500";"25,0";"25,4";"25,0";"87,0";"87,0";"84,0";"22,8";"22,9";"22,5";"1013,8";"1014,3";"1013,7";"0,6";"336,0";"1,9";"";"0,0"
"09/03/2017";"0600";"24,5";"25,0";"24,5";"92,0";"92,0";"88,0";"23,2";"23,2";"22,8";"1013,4";"1013,9";"1013,4";"0,5";"297,0";"1,5";"";"0,0"
"09/03/2017";"0700";"24,7";"24,8";"24,5";"91,0";"92,0";"91,0";"23,1";"23,4";"23,1";"1013,3";"1013,4";"1013,2";"1,0";"300,0";"2,0";"";"0,0"
"09/03/2017";"0800";"24,0";"24,7";"24,0";"93,0";"93,0";"90,0";"22,9";"23,1";"22,8";"1013,5";"1013,5";"1013,3";"1,1";"323,0";"2,3";"";"0,0"
"09/03/2017";"0900";"23,5";"24,0";"23,5";"90,0";"94,0";"90,0";"21,8";"22,9";"21,8";"1014,1";"1014,1";"1013,5";"0,8";"265,0";"2,6";"7,20";"0,0"
"09/03/2017";"1000";"24,6";"25,0";"23,5";"87,0";"90,0";"85,0";"22,3";"22,3";"21,8";"1015,4";"1015,4";"1014,1";"1,8";"95,0";"4,4";"92,20";"0,0"
"09/03/2017";"1100";"26,4";"26,4";"24,5";"81,0";"89,0";"81,0";"22,9";"23,0";"22,3";"1015,6";"1015,7";"1015,4";"1,1";"221,0";"4,2";"506,90";"0,0"
"09/03/2017";"1200";"27,1";"27,9";"26,2";"75,0";"82,0";"72,0";"22,3";"23,1";"22,0";"1015,6";"1015,7";"1015,5";"1,8";"279,0";"3,3";"1065,60";"0,0"
"09/03/2017";"1300";"27,8";"29,8";"27,2";"71,0";"76,0";"60,0";"22,0";"22,6";"20,5";"1015,9";"1016,0";"1015,6";"1,0";"334,0";"3,4";"1289,70";"0,0"
"09/03/2017";"1400";"29,3";"29,3";"25,9";"65,0";"82,0";"64,0";"22,1";"22,8";"21,5";"1015,5";"1016,0";"1015,4";"1,0";"288,0";"2,8";"1586,80";"0,2"
"09/03/2017";"1500";"30,4";"30,9";"29,1";"57,0";"68,0";"55,0";"20,8";"23,2";"20,3";"1014,4";"1015,4";"1014,4";"1,2";"339,0";"2,9";"2536,00";"0,0"
"09/03/2017";"1600";"31,5";"31,7";"29,7";"51,0";"61,0";"50,0";"20,2";"22,3";"20,0";"1013,5";"1014,4";"1013,5";"2,2";"101,0";"4,6";"2754,30";"0,0"
"09/03/2017";"1700";"31,4";"31,8";"30,3";"53,0";"55,0";"50,0";"20,6";"21,0";"19,8";"1012,7";"1013,5";"1012,7";"3,0";"108,0";"6,0";"2836,80";"0,0"
"09/03/2017";"1800";"30,6";"31,5";"30,0";"58,0";"58,0";"52,0";"21,2";"21,2";"20,1";"1012,5";"1012,8";"1012,5";"3,5";"96,0";"7,4";"2728,30";"0,0"
"09/03/2017";"1900";"30,7";"31,0";"29,9";"53,0";"58,0";"51,0";"20,2";"21,0";"19,4";"1012,1";"1012,5";"1012,0";"2,4";"51,0";"7,6";"2001,40";"0,0"
"09/03/2017";"2000";"28,8";"30,7";"28,8";"62,0";"62,0";"52,0";"20,9";"20,9";"19,7";"1012,5";"1012,5";"1012,1";"3,0";"78,0";"6,0";"1042,30";"0,0"
"09/03/2017";"2100";"27,7";"28,9";"27,7";"67,0";"67,0";"61,0";"21,0";"21,1";"20,3";"1012,9";"1012,9";"1012,4";"2,2";"39,0";"6,0";"118,30";"0,0"
"09/03/2017";"2200";"26,7";"27,6";"26,7";"76,0";"76,0";"67,0";"22,0";"22,1";"21,0";"1013,6";"1013,7";"1012,9";"1,3";"33,0";"5,0";"";"0,0"
"09/03/2017";"2300";"25,6";"26,7";"25,6";"80,0";"80,0";"76,0";"21,9";"22,0";"21,7";"1014,0";"1014,0";"1013,4";"0,7";"352,0";"4,2";"";"0,0"
"10/03/2017";"0000";"24,8";"25,6";"24,7";"88,0";"88,0";"80,0";"22,7";"22,7";"21,9";"1014,7";"1014,7";"1014,0";"0,7";"294,0";"2,0";"";"0,0"
"10/03/2017";"0100";"24,5";"24,8";"24,5";"90,0";"90,0";"88,0";"22,8";"23,0";"22,7";"1014,9";"1014,9";"1014,7";"0,6";"313,0";"2,0";"";"0,0"
"10/03/2017";"0200";"24,2";"24,5";"23,9";"93,0";"93,0";"90,0";"22,9";"23,0";"22,5";"1015,0";"1015,1";"1014,8";"0,5";"331,0";"1,6";"";"0,0"
"10/03/2017";"0300";"24,7";"24,9";"24,2";"89,0";"93,0";"88,0";"22,7";"22,9";"22,5";"1014,9";"1015,0";"1014,7";"0,9";"345,0";"3,6";"";"0,0"
"10/03/2017";"0400";"24,5";"24,8";"24,5";"90,0";"90,0";"89,0";"22,7";"22,9";"22,7";"1014,9";"1014,9";"1014,7";"0,8";"10,0";"3,0";"";"0,0"
"10/03/2017";"0500";"23,4";"24,5";"23,4";"95,0";"95,0";"90,0";"22,5";"22,8";"22,5";"1014,5";"1014,9";"1014,5";"0,7";"305,0";"2,0";"";"0,0"
"10/03/2017";"0600";"23,8";"23,8";"23,0";"96,0";"97,0";"95,0";"23,2";"23,2";"22,4";"1014,2";"1014,5";"1014,2";"0,8";"291,0";"1,8";"";"0,0"
"10/03/2017";"0700";"22,9";"23,9";"22,9";"96,0";"96,0";"96,0";"22,3";"23,3";"22,3";"1014,1";"1014,3";"1014,1";"0,6";"297,0";"1,9";"";"0,0"
"10/03/2017";"0800";"22,7";"23,0";"22,6";"97,0";"97,0";"96,0";"22,3";"22,4";"22,1";"1014,6";"1014,6";"1014,1";"0,5";"332,0";"1,7";"";"0,0"
"10/03/2017";"0900";"22,5";"22,8";"22,3";"98,0";"98,0";"97,0";"22,2";"22,3";"21,9";"1014,9";"1014,9";"1014,6";"1,0";"296,0";"2,2";"8,20";"0,0"
"10/03/2017";"1000";"25,5";"25,5";"22,5";"86,0";"98,0";"86,0";"23,0";"23,8";"22,2";"1015,5";"1015,5";"1014,9";"1,6";"317,0";"3,1";"304,70";"0,0"
"10/03/2017";"1100";"27,6";"27,7";"25,5";"69,0";"86,0";"68,0";"21,2";"23,0";"21,0";"1016,0";"1016,0";"1015,5";"1,8";"301,0";"4,2";"1148,10";"0,0"
"10/03/2017";"1200";"30,1";"30,5";"27,6";"55,0";"69,0";"54,0";"20,1";"22,0";"19,9";"1016,4";"1016,5";"1016,0";"2,2";"360,0";"4,9";"2255,80";"0,0"
"10/03/2017";"1300";"31,3";"31,7";"29,2";"52,0";"58,0";"51,0";"20,1";"21,3";"19,6";"1016,2";"1016,5";"1016,2";"2,3";"335,0";"5,9";"2499,20";"0,0"
"10/03/2017";"1400";"32,5";"33,1";"30,3";"42,0";"53,0";"41,0";"17,8";"20,3";"17,8";"1015,7";"1016,3";"1015,7";"2,7";"343,0";"6,2";"3146,80";"0,0"
"10/03/2017";"1500";"33,9";"34,3";"31,9";"40,0";"44,0";"36,0";"18,5";"18,8";"16,7";"1014,9";"1015,7";"1014,8";"2,7";"354,0";"6,5";"3626,00";"0,0"
"10/03/2017";"1600";"32,7";"34,5";"31,5";"48,0";"51,0";"35,0";"20,3";"20,7";"16,7";"1014,0";"1014,9";"1014,0";"3,7";"45,0";"7,8";"3475,60";"0,0"
"10/03/2017";"1700";"31,4";"32,7";"31,3";"51,0";"51,0";"48,0";"20,0";"20,8";"19,8";"1013,7";"1014,0";"1013,7";"4,2";"63,0";"8,7";"3222,70";"0,0"
"10/03/2017";"1800";"31,3";"31,7";"31,1";"53,0";"53,0";"51,0";"20,7";"20,7";"19,9";"1013,4";"1013,8";"1013,4";"3,8";"67,0";"9,4";"2693,10";"0,0"
"10/03/2017";"1900";"30,3";"31,7";"30,2";"54,0";"58,0";"52,0";"20,0";"21,3";"20,0";"1013,0";"1013,5";"1013,0";"3,8";"50,0";"8,6";"1982,10";"0,0"
"10/03/2017";"2000";"29,3";"30,6";"29,3";"55,0";"59,0";"52,0";"19,3";"20,7";"19,3";"1013,0";"1013,0";"1012,9";"3,8";"43,0";"8,3";"994,70";"0,0"
"10/03/2017";"2100";"27,9";"29,3";"27,9";"64,0";"64,0";"55,0";"20,5";"20,5";"19,1";"1013,5";"1013,5";"1013,0";"2,1";"43,0";"8,6";"145,30";"0,0"
"10/03/2017";"2200";"27,0";"27,9";"26,9";"71,0";"71,0";"64,0";"21,2";"21,2";"20,5";"1014,3";"1014,3";"1013,5";"1,9";"9,0";"6,6";"";"0,0"
"10/03/2017";"2300";"26,2";"27,0";"26,1";"74,0";"75,0";"71,0";"21,3";"21,4";"21,1";"1015,0";"1015,0";"1014,3";"1,4";"349,0";"5,8";"";"0,0"
"11/03/2017";"0000";"26,1";"26,3";"26,0";"76,0";"76,0";"74,0";"21,5";"21,5";"21,3";"1015,6";"1015,6";"1015,0";"2,3";"7,0";"5,4";"";"0,0"
"11/03/2017";"0100";"25,4";"26,1";"25,3";"79,0";"79,0";"76,0";"21,5";"21,6";"21,5";"1015,9";"1015,9";"1015,6";"1,6";"332,0";"5,4";"";"0,0"
"11/03/2017";"0200";"24,9";"25,4";"24,9";"80,0";"80,0";"79,0";"21,2";"21,6";"21,2";"1016,0";"1016,1";"1015,9";"0,8";"351,0";"3,8";"";"0,0"
"11/03/2017";"0300";"23,8";"24,9";"23,8";"88,0";"88,0";"80,0";"21,6";"21,7";"21,0";"1015,8";"1016,0";"1015,8";"1,0";"293,0";"1,9";"";"0,0"
"11/03/2017";"0400";"22,8";"23,8";"22,8";"93,0";"93,0";"88,0";"21,5";"21,7";"21,5";"1015,1";"1015,8";"1015,1";"0,8";"284,0";"1,7";"";"0,0"
"11/03/2017";"0500";"22,3";"22,8";"22,2";"95,0";"95,0";"93,0";"21,5";"21,6";"21,4";"1014,5";"1015,1";"1014,5";"0,6";"310,0";"2,1";"";"0,0"
"11/03/2017";"0600";"22,2";"22,4";"22,2";"96,0";"96,0";"95,0";"21,5";"21,7";"21,5";"1014,2";"1014,5";"1014,2";"1,0";"293,0";"2,1";"";"0,0"
"11/03/2017";"0700";"22,6";"22,6";"22,2";"90,0";"96,0";"90,0";"20,8";"21,7";"20,8";"1014,1";"1014,2";"1014,1";"1,3";"291,0";"3,6";"";"0,0"
"11/03/2017";"0800";"22,6";"22,8";"22,5";"83,0";"90,0";"83,0";"19,6";"20,8";"19,6";"1014,2";"1014,2";"1014,0";"1,5";"302,0";"3,9";"";"0,0"
"11/03/2017";"0900";"22,2";"22,7";"22,0";"85,0";"86,0";"83,0";"19,6";"19,6";"19,4";"1014,5";"1014,5";"1014,1";"1,5";"282,0";"3,3";"6,90";"0,0"
"11/03/2017";"1000";"25,8";"25,8";"22,2";"69,0";"85,0";"69,0";"19,8";"20,1";"19,5";"1015,0";"1015,0";"1014,5";"1,8";"310,0";"4,3";"339,90";"0,0"
"11/03/2017";"1100";"28,7";"28,8";"25,8";"61,0";"69,0";"60,0";"20,4";"20,6";"19,7";"1015,4";"1015,4";"1015,0";"2,2";"319,0";"4,7";"1270,60";"0,0"
